round,overall_pick,team_id,player_id
1,1,CHA,D20260040
1,2,BOS,D20260027
1,3,BAL,D20260036
1,4,LOS,D20260042
1,5,MEM,D20260041
1,6,NEW,D20260008
1,7,ALB,D20260007
1,8,WAS,D20260003
1,9,MIL,D20260005
1,10,SAN,D20260038
1,11,COL,D20260026
1,12,PHO,D20260006
2,13,CHA,D20260018
2,14,BOS,D20260014
2,15,BAL,D20260029
2,16,LOS,D20260024
2,17,MEM,D20260021
2,18,NEW,D20260033
2,19,ALB,D20260019
2,20,WAS,D20260043
2,21,MIL,D20260039
2,22,SAN,D20260015
2,23,COL,D20260035
2,24,PHO,D20260032
3,25,CHA,D20260001
3,26,BOS,D20260002
3,27,BAL,D20260004
3,28,LOS,D20260016
3,29,MEM,D20260044
3,30,NEW,D20260020
3,31,ALB,D20260010
3,32,WAS,D20260030
3,33,MIL,D20260028
3,34,SAN,D20260011
3,35,COL,D20260037
3,36,PHO,D20260045
