date,home,away,result,played,boxscore
2026-04-01,BOS,BAL,2-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-01_BAL_at_BOS.html
2026-04-01,CHA,ALB,4-7,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-01_ALB_at_CHA.html
2026-04-01,COL,WAS,6-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-01_WAS_at_COL.html
2026-04-01,MEM,LOS,4-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-01_LOS_at_MEM.html
2026-04-01,MIL,SAN,1-9,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-01_SAN_at_MIL.html
2026-04-01,NEW,PHO,1-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-01_PHO_at_NEW.html
2026-04-02,BOS,BAL,4-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-02_BAL_at_BOS.html
2026-04-02,CHA,ALB,1-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-02_ALB_at_CHA.html
2026-04-02,COL,WAS,1-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-02_WAS_at_COL.html
2026-04-02,MEM,LOS,2-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-02_LOS_at_MEM.html
2026-04-02,MIL,SAN,0-4,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-02_SAN_at_MIL.html
2026-04-02,NEW,PHO,5-4,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-02_PHO_at_NEW.html
2026-04-03,BOS,BAL,1-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-03_BAL_at_BOS.html
2026-04-03,CHA,ALB,4-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-03_ALB_at_CHA.html
2026-04-03,COL,WAS,10-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-03_WAS_at_COL.html
2026-04-03,MEM,LOS,1-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-03_LOS_at_MEM.html
2026-04-03,MIL,SAN,7-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-03_SAN_at_MIL.html
2026-04-03,NEW,PHO,4-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-03_PHO_at_NEW.html
2026-04-04,BOS,BAL,1-5,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-04_BAL_at_BOS.html
2026-04-04,CHA,ALB,1-5,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-04_ALB_at_CHA.html
2026-04-04,COL,WAS,1-7,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-04_WAS_at_COL.html
2026-04-04,MEM,LOS,7-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-04_LOS_at_MEM.html
2026-04-04,MIL,SAN,4-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-04_SAN_at_MIL.html
2026-04-04,NEW,PHO,4-7,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-04_PHO_at_NEW.html
2026-04-06,ALB,MEM,4-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-06_MEM_at_ALB.html
2026-04-06,BAL,COL,4-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-06_COL_at_BAL.html
2026-04-06,LOS,PHO,2-8,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-06_PHO_at_LOS.html
2026-04-06,NEW,BOS,6-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-06_BOS_at_NEW.html
2026-04-06,SAN,CHA,3-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-06_CHA_at_SAN.html
2026-04-06,WAS,MIL,6-5,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-06_MIL_at_WAS.html
2026-04-07,ALB,MEM,1-7,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-07_MEM_at_ALB.html
2026-04-07,BAL,COL,4-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-07_COL_at_BAL.html
2026-04-07,LOS,PHO,0-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-07_PHO_at_LOS.html
2026-04-07,NEW,BOS,4-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-07_BOS_at_NEW.html
2026-04-07,SAN,CHA,5-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-07_CHA_at_SAN.html
2026-04-07,WAS,MIL,3-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-07_MIL_at_WAS.html
2026-04-08,ALB,MEM,3-6,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-08_MEM_at_ALB.html
2026-04-08,BAL,COL,0-4,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-08_COL_at_BAL.html
2026-04-08,LOS,PHO,1-10,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-08_PHO_at_LOS.html
2026-04-08,NEW,BOS,6-0,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-08_BOS_at_NEW.html
2026-04-08,SAN,CHA,3-6,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-08_CHA_at_SAN.html
2026-04-08,WAS,MIL,3-8,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-08_MIL_at_WAS.html
2026-04-09,ALB,MEM,5-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-09_MEM_at_ALB.html
2026-04-09,BAL,COL,4-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-09_COL_at_BAL.html
2026-04-09,LOS,PHO,0-9,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-09_PHO_at_LOS.html
2026-04-09,NEW,BOS,4-10,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-09_BOS_at_NEW.html
2026-04-09,SAN,CHA,5-0,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-09_CHA_at_SAN.html
2026-04-09,WAS,MIL,0-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-09_MIL_at_WAS.html
2026-04-11,BOS,NEW,4-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-11_NEW_at_BOS.html
2026-04-11,CHA,SAN,2-5,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-11_SAN_at_CHA.html
2026-04-11,COL,BAL,4-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-11_BAL_at_COL.html
2026-04-11,MEM,ALB,4-10,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-11_ALB_at_MEM.html
2026-04-11,MIL,WAS,5-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-11_WAS_at_MIL.html
2026-04-11,PHO,LOS,1-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-11_LOS_at_PHO.html
2026-04-12,BOS,NEW,0-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-12_NEW_at_BOS.html
2026-04-12,CHA,SAN,4-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-12_SAN_at_CHA.html
2026-04-12,COL,BAL,3-0,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-12_BAL_at_COL.html
2026-04-12,MEM,ALB,3-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-12_ALB_at_MEM.html
2026-04-12,MIL,WAS,1-6,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-12_WAS_at_MIL.html
2026-04-12,PHO,LOS,11-9,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-12_LOS_at_PHO.html
2026-04-13,BOS,NEW,3-7,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-13_NEW_at_BOS.html
2026-04-13,CHA,SAN,3-6,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-13_SAN_at_CHA.html
2026-04-13,COL,BAL,3-8,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-13_BAL_at_COL.html
2026-04-13,MEM,ALB,1-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-13_ALB_at_MEM.html
2026-04-13,MIL,WAS,6-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-13_WAS_at_MIL.html
2026-04-13,PHO,LOS,3-4,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-13_LOS_at_PHO.html
2026-04-14,BOS,NEW,2-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-14_NEW_at_BOS.html
2026-04-14,CHA,SAN,6-0,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-14_SAN_at_CHA.html
2026-04-14,COL,BAL,4-2,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-14_BAL_at_COL.html
2026-04-14,MEM,ALB,5-4,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-14_ALB_at_MEM.html
2026-04-14,MIL,WAS,2-8,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-14_WAS_at_MIL.html
2026-04-14,PHO,LOS,6-3,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-14_LOS_at_PHO.html
2026-04-16,ALB,PHO,1-0,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-16_PHO_at_ALB.html
2026-04-16,BAL,MIL,0-1,1,C:\Users\james\Documents\Baseball-AI\NexGen-BBPro\data\boxscores\season\2026-04-16_MIL_at_BAL.html
